,Strain,Type,Rating,Effects,Flavor,Description,strain,id,status,sort,name,slug,image,description,type,crosses,breeder,effects,ailment,flavor,location,terpenes,thc,thca,thcv,cbd,cbda,cbdv,cbn,cbg,cbgm,cbgv,cbc,cbcv,cbv,cbe,cbt,cbl
1526,Sun-Ra,sativa,4.7,"Happy,Uplifted,Euphoric,Focused,Tingly","Citrus,Sweet,Earthy","Sun Ra is a powerful blend of Colorado Seed Inc.’s most potent sativas, Sunburn and Rebel God Smoke. This heady synthesis yields a strain that stimulates the mind and body with upbeat energy. It has a pleasant and spicy aroma, yielding notes of fuel, earth, and a latent fruitiness that fades into the background. Enjoy this sativa-dominant strain in the daytime hours to maximize its motivating qualities.",sun-ra,4920,2,0,Sun-Ra,,,,Hybrid,,Unknown Breeder,,,,,,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1527,Sunburn,sativa,4.6,"Creative,Euphoric,Uplifted,Happy,Energetic","Citrus,Earthy,Sweet","Sunburn is a lime green sativa-dominant hybrid that reeks of old, sweet genetics. Sunburn began as Island Sweet Skunk crossed with Rug Burn OG. Island Sweet Skunk’s genetics supposedly crossed the ocean with Vietnam Veterans. Colorado Seed Inc. took this beautifully uplifting cut and stabilized the genetics further with the addition of their Gupta Kush. The blend of sweet, pungent, and floral aromas coalesce to create an all-day sativa that stimulates without too much anxiety or paranoia.   ",sunburn,1658,2,0,Sunburn,,,,Hybrid,,Helping Hands Herbals,"Happy, Uplifted, Energetic, Creative, Euphoric, Dry Mouth","Inflammation, Pain, Stress, Depression","Citrus, Earthy, Sweet",,,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1528,Sunset-Sherbert,hybrid,4.6,"Relaxed,Happy,Euphoric,Uplifted,Creative","Sweet,Citrus,Earthy","Heir to the Girl Scout Cookies throne is Sunset Sherbet (or Sunset Sherbert), an indica-leaning hybrid with intoxicatingly potent effects. Sunset Sherbet inherits the genetic lineage of its Girl Scout Cookies parent, whose ancestors include the famed OG Kush, Cherry Pie, and Durban Poison. Crossed with an indica known as Pink Panties, Sunset Sherbet exhibits powerful full-body effects elevated by a jolt of cerebral energy. A complex aroma colors Sunset Sherbet with notes of skunky citrus, sweet berry, and that candy-like smell redolent of its Girl Scout Cookies parent. Stress, tension, and sour moods melt away with the carefree mindset and physical relaxation that comes with this rich hybrid.",sunset-sherbert,976,2,0,Sunset Sherbert,,,,Hybrid,,Unknown Breeder,,,,"Richmond, CA",,1300,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1529,Sunshine,sativa,4.7,"Happy,Uplifted,Energetic,Creative,Focused","Citrus,Sweet,Tea","Sunshine is a sativa-dominant cannabis strain produced by the Canadian LP Peace Naturals Project. With a name like Sunshine, you could probably guess that this sativa promises blissful, happy, uplifted effects even on rainy, dark days. The sweet fruity and citrus flavors run with Sunshine’s tropical theme, taking you to a warm place where pain, nausea, and appetite loss don’t exist.  ",sunshine,1659,2,0,Sunshine,,,,Sativa,,,"Uplifted, Energetic, Happy, Euphoric, Creative, Anxious, Dry Mouth","Stress, Depression, Pain, Nausea","Sweet, Citrus",,,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1530,Sunshine-Daydream,indica,4.4,"Relaxed,Happy,Euphoric,Uplifted,Tingly","Pungent,Diesel,Flowery","From Bodhi Seeds comes Sunshine Daydream, an indica-dominant cross between Appalachia and Bubbashine (a Bubba Kush and Blue Moonshine hybrid). Its flavors are an elaborate blend of tangy diesel and fruit, accented by sweet berry undertones. A descendant of Bubba Kush, Sunshine Daydream is a potently psychoactive indica that brings relief to pain, nausea, inflammation, and other conditions that benefit from THC-rich strains. ",sunshine-daydream,2123,2,0,Sunshine Daydream,,,,Hybrid,,Bodhi Seeds,"Relaxed, Euphoric, Happy, Hungry, Uplifted, Dry Mouth, Anxious","Inflammation, Pain, Depression, Nausea, Insomnia","Sweet, Citrus, Blueberry",,,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531,Supa-Don,sativa,4.5,"Uplifted,Creative,Energetic,Focused,Happy","Spicy/Herbal,Sweet,Apricot","Supa Don is a 70% sativa strain bred from Oregon Trainwreck (also called “The Don”) and DJ Short Blueberry. Its dark, forest green buds carry a distinct blueberry aroma and a heavy coat of crystal resin. Due to the high amount of the terpene beta-caryophyllene, Supa Don is known to calm anxieties while lifting depression. ",supa-don,1660,2,0,Supa Don,,,,Sativa,,,"Uplifted, Creative, Energetic, Focused, Happy, Dry Mouth, Paranoid","Depression, Insomnia, Stress",Sweet,,,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1532,Super-Chronic,indica,4.8,"Happy,Relaxed,Sleepy,Euphoric,Focused","Earthy,Pine,Minty","Super Chronic is an indica-dominant cross between a pre-‘98 Chronic and Critical Kush. Super Chronic brings you a smooth, sweet flavor with hints of skunk, lemon, and pine. Cultivated for potency and strong medical benefits, Super Chronic is a sublime strain with high levels of THC and CBD for a calming cerebral high.",super-chronic,2126,2,0,Super Chronic,,,,Indica,,,"Happy, Relaxed, Sleepy, Euphoric, Focused, Dry Mouth","Inflammation, Pain, Insomnia, Nausea, Stress","Earthy, Pine",,,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1533,Super-Blue-Dream,hybrid,4.3,"Happy,Uplifted,Relaxed,Euphoric,Energetic","Sweet,Blueberry,Tea","Super Silver Haze was crossed with Blue Dream to create this fun and potent hybrid. Super Blue Dream is fast-acting and known for creating head-heavy effects. Taking after its sativa heritage, this strain is energizing and great for daytime use. While Super Blue Dream is powerful, it still allows you to focus and get things done. Similar to its Blue Dream parent, Super Blue Dream features a sour blueberry aroma. Due to this strain’s head-heavy effects, it may not be a good choice for consumers who suffer from headaches. For those who are afflicted with stress or anxiety, however, Super Blue Dream may be a good strain to try.",super-blue-dream,389,1,0,Super Blue Dream,,,,Hybrid,0,Unknown Breeder,,,,,,0,,,0,,,0,,,,,,,,,
1534,Super-Bud,indica,4.1,"Relaxed,Giggly,Sleepy,Happy,Creative","Citrus,Mint,Flowery","Super Bud (or Superbud) is an indica-dominant cross between Big Bud and Skunk bred by Green House Seeds. In a show of its indica genetics, Super Bud delivers heavily relaxing effects that help eliminate insomnia, pain, and appetite loss. It has a sweet, fruity aroma that is cherished by connoisseurs and a fast flowering time that appeals to commercial growers.",super-bud,2124,2,0,Super Bud,,,,Hybrid,,Green House Seed Co.,"Relaxed, Sleepy, Happy, Creative, Dry Mouth, Anxious","Insomnia, Lack of Appetite, Pain, Stress","Citrus, Mint",,,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1535,Super-Cat-Piss,sativa,4.0,"Euphoric,Happy,Uplifted,Tingly,Creative","Coffee,Lemon",The Super Cat Piss strain smells just like you would imagine.  The name doesn't provoke very appetizing ideas but this is a great sativa.,super-cat-piss,390,1,0,Super Cat Piss,,,,Sativa,0,,"Euphoric, Happy, Uplifted, Energetic, Paranoid","Depression, Stress, Insomnia, Nausea","Coffee, Lemon",,,0,,,0,,,0,,,,,,,,,
1536,Super-Cheese,indica,4.5,"Tingly,Euphoric,Relaxed,Happy,Sleepy","Cheese,Blue,Cheese,Earthy","Super Cheese, bred by Positronics, is a throwback to the old school strains that filled the coffee shops of Amsterdam in the late 1980s. Super Cheese was created through inbreeding, crossing Cheese genetics with another select phenotype believed to be Exodus Cheese. The aroma of this indica-dominant hybrid is a mix of skunky musk and a pungent blue cheese funk that has become synonymous with Cheese varieties. The flavor is a strong, smooth blend of bittersweet herbs and cream, like an earthy buttermilk.",super-cheese,2125,2,0,Super Cheese,,,,Hybrid,,Positronics Seeds,"Euphoric, Relaxed, Happy, Sleepy, Energetic, Dry Mouth","Insomnia, Pain, Stress, Depression",Earthy,,,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1537,Super-G,sativa,4.5,"Creative,Tingly,Uplifted,Energetic,Happy","Earthy,Pungent,Pine","Super G by Soulshine Cannabis is a Haze-heavy powerplayer that combines the stimulating elements of G13 and Super Silver Haze. This sativa-dominant combination smells of Haze, exhibiting earth and skunk aromas and pine on the exhale. The effects strike the head immediately, offering an uplifting mental buzz and pleasant body effects that complement the stimulation natural to this strain. ",super-g,1661,2,0,Super G,,,,Hybrid,,Bacchus,"Creative, Tingly, Uplifted, Energetic, Happy",,"Earthy, Pine",,,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1538,Super-Green-Crack,sativa,4.5,"Happy,Giggly,Energetic,Focused,Euphoric","Earthy,Flowery,Pungent","Super Green Crack is a true sativa. Like a cup of strong coffee, this strain will give you a hefty boost of energy to start your day. The daughter of Super Silver Haze and Green Crack, Super Green Crack is vivacious, thoughtful, and creative. This strain is perfect for those looking to combat fatigue or depression. Super Green Crack features an extremely pungent aroma,  producing a strong skunk-like scent. The effects of this strain are moderate to long-lasting, and a little goes a long way.",super-green-crack,391,1,0,Super Green Crack,,,,Hybrid,0,Unknown Breeder,"Energetic, Uplifted, Happy, Focused, Euphoric, Dry Mouth, Anxious","Depression, Stress, Lack of Appetite, Pain","Earthy, Citrus",,,127,,,0,,,0,,,,,,,,,
1539,Super-Jack,sativa,4.5,"Happy,Energetic,Uplifted,Talkative,Focused","Sweet,Pungent,Skunk","A super sativa! Super Jack mixes Super Silver Haze with the illustrious Jack Herer to create a sweet, spiced blend with a rich buttery aroma. The potent sativa effects spark creativity and provides an uplifting boost of energy. Super jack is a great daytime strain that will calm any anxieties and propel you through your day.",super-jack,1273,2,0,Super Jack,,,,Hybrid,,Unknown Breeder,"Energetic, Happy, Uplifted, Focused, Creative, Dry Mouth, Anxious, Paranoid","Depression, Stress, Lack of Appetite, Pain","Sweet, Earthy","Hollywood, CA",,1900,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1540,Super-Kush,indica,4.2,"Relaxed,Happy,Euphoric,Giggly,Aroused","Earthy,Minty,Flowery","When you’re looking to wind down and relax, Super Kush is there to lend a hand. Daughter of Northern Lights #5 and Hindu Kush, Super Kush is a very clear-headed indica. This strain is best for users who would like to ease stress without being stuck on the couch. An all-around easy strain for beginning cannabis users, Super Kush is both mild in effects and easy to grow. This strain grows best indoors and typically has an early flowering time of 7-8 weeks.",super-kush,2127,2,0,Super Kush,,,,Hybrid,,Unknown Breeder,"Relaxed, Happy, Euphoric, Uplifted, Hungry, Dry Mouth, Anxious, Paranoid","Stress, Insomnia, Lack of Appetite, Muscle Spasms, Depression","Earthy, Pine",,,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1541,Super-Lemon-Haze,sativa,4.4,"Happy,Uplifted,Energetic,Euphoric,Focused","Lemon,Citrus,Sweet","A sativa-dominant hybrid of Lemon Skunk and Super Silver Haze and two time Cannabis Cup winner from Green House Seeds. Super Lemon Haze is a kief-caked multi-colored wonder. As the name states this strain has real lemony characteristics. The smell is zesty, citrusy, and a little sweet. As for the taste, it's everything one would expect from the namesake; tart and sweet like lemonheads candy - not quite as sharp as one might expect. The effects are uniquely energetic and lively, may not be the best strain for those of us that are naturally wound-up tight.",super-lemon-haze,392,1,0,Super Lemon Haze,,,,Hybrid,0,Green House Seed Co.,"Happy, Uplifted, Euphoric, Energetic, Creative, Dry Mouth, Paranoid, Anxious","Stress, Depression, Pain","Lemon, Citrus, Sweet","6150 White Oak Lane, CA",,1300,,,0,,,0,,,,,,,,,
1542,Super-Lemon-Og,hybrid,4.4,"Relaxed,Happy,Hungry,Euphoric,Creative","Lemon,Citrus,Earthy","Super Lemon OG from DNA Genetics crosses two notable cannabis strains to create a flavorful burst of lemony OG Kush that is sweet and earthy. A 60/40 indica-dominant hybrid of Super Lemon Haze and Captain Krypt OG, Super Lemon OG produces relaxing body effects that are balanced by the uplifting and energetic sativa influence of Haze genetics. Its taste and aroma carry a strong citrus note that is entangled with tones of spicy pepper and pungent diesel fuel. Its complex terpene profile and heavy resin production make Super Lemon OG an excellent choice for producing top-notch concentrates, like the two extracts that took home prizes at the 2014 High Times’ Cannabis Cup in Amsterdam.",super-lemon-og,5671,2,0,Super Lemon OG,,,,Hybrid,,DNA Genetics,,,,,,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1543,Super-Silver-Haze,sativa,4.4,"Happy,Uplifted,Energetic,Euphoric,Relaxed","Citrus,Earthy,Sweet","Super Silver Haze, bred by Green House Seeds, was the first prize winner at the High Times Cannabis Cup in 1997, 1998, and 1999. It also won awards at the High Times Harvest Festival. By crossing the genetics of Skunk, Northern Lights, and Haze, we are left with a beautiful, sticky sativa blend that boasts an energetic, long-lasting body high. The uplifting effects are a great remedy for high stress levels or when suffering from a lack of appetite or nausea.",super-silver-haze,393,1,0,Super Silver Haze,,,,Sativa,"267,370",Mr. Nice,"Happy, Uplifted, Euphoric, Energetic, Relaxed, Dry Mouth, Paranoid, Anxious","Stress, Depression, Pain, Lack of Appetite","Citrus, Earthy, Sweet",,,127,,,30,,,10,,,,,,,,,
1544,Super-Skunk,indica,4.2,"Relaxed,Sleepy,Euphoric,Happy,Hungry","Skunk,Earthy,Sweet","A predominantly indica variety, Super Skunk takes its robust flowers from its parent strain Skunk #1. By backcrossing the legendary Skunk with Afghani genetics, Sensi Seeds created a strain with dense, thick buds that are known to be extremely pungent with a surprisingly sweet taste. This strain produces a bold relaxing effect over the body and is a great answer for increased stress and body pains.",super-skunk,394,1,0,Super Skunk,,,,Hybrid,0,Seed Bank,"Relaxed, Happy, Sleepy, Hungry, Euphoric, Dry Mouth, Paranoid, Anxious","Stress, Pain, Depression, Insomnia, Lack of Appetite","Skunk, Earthy, Sweet",,,127,,,80,,,10,,,,,,,,,
1545,Super-Snow-Dog,sativa,4.5,"Uplifted,Happy,Euphoric,Relaxed,Focused","Citrus,Flowery,Earthy","Super Snow Dog, also known as Snow Dawg or G6,  is a sativa-dominant strain from the Chemdawg family. This fast-flowering strain has a sweet fruity and citrus aroma, and patients typically choose Super Snow Dog for daytime relief of stress and tension.",super-snow-dog,1662,2,0,Super Snow Dog,,,,Sativa,,,"Uplifted, Relaxed, Energetic, Focused, Euphoric, Anxious, Dry Mouth, Paranoid","Stress, Depression, Pain, Lack of Appetite",,,,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1546,Super-Sour-Diesel,sativa,4.5,"Uplifted,Happy,Euphoric,Creative,Energetic","Diesel,Sweet,Earthy","Taking after its popular parents, Super Sour Diesel is one incredible sativa. A potent cross between Super Silver Haze and Sour Diesel, Super Sour Diesel knocks out stress and pain while fostering creativity and euphoria. In true sativa form, Super Sour Diesel energizes, making it great for daytime use. New users, however, should use caution when trying this strain. Super Sour Diesel produces strong cerebral effects, which may be overpowering to novice MMJ patients. Familiar users will be surprised at this strain’s introspective spark. Sociable and fun, the effects of this strain are felt upon first taste. Super Sour Diesel’s pungent, fuel-like aroma speaks to the sheer strength of this strain.",super-sour-diesel,395,1,0,Super Sour Diesel,,,,Hybrid,0,The King Klone Brand,"Euphoric, Uplifted, Energetic, Happy, Creative, Dry Mouth, Anxious, Paranoid","Stress, Depression, Pain","Earthy, Sweet",,,127,,,0,,,0,,,,,,,,,
1547,Super-Sour-Og,hybrid,4.6,"Relaxed,Uplifted,Happy,Focused,Giggly","Citrus,Sweet,Lemon","Super Sour OG is a 50/50 hybrid from Emerald Triangle that combines well-known strains Blueberry, Sour Diesel, and OG Kush with Lost Coast OG to excellent effect. With tight internodal spacing and few fan leaves, Super Sour OG offers fantastic yields of frosty, uniform colas. The smell and flavor are very sour with a hint of berry, and Super Sour OG offers a euphoric, uplifting buzz that settles into a relaxed sense of well-being.",super-sour-og,6878,2,0,Super Sour OG,,,,Hybrid,,Emerald Triangle,,,,,,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1548,Super-Sour-Skunk,hybrid,4.5,"Happy,Euphoric,Talkative,Sleepy,Uplifted","Citrus,Earthy,Diesel",Super Sour Skunk from Hortilab Seeds is a hybrid that was developed when an old school Super Skunk clone (pre-98) from Holland was pollinated by an East Coast Sour Diesel male. The result is a sativa-dominant mix that rewards consumers with high-flying effects. The combination of sour citrus aromas shift to flavors of earthy Skunk that produce happy thoughts and a smile that lasts all day. Super Sour Skunk’s uplifting effects will help keep depression away and trigger creative thoughts. ,super-sour-skunk,6811,2,0,Super Sour Skunk,,,,Hybrid,,HortiLab Seeds,,,,,,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
